accession,family
NC_008901.1,Polydnaviridae
NC_008902.1,Polydnaviridae
NC_008903.1,Polydnaviridae
NC_008904.1,Polydnaviridae
NC_008905.1,Polydnaviridae
NC_008906.1,Polydnaviridae
NC_008907.1,Polydnaviridae
NC_008908.1,Polydnaviridae
NC_008909.1,Polydnaviridae
NC_008910.1,Polydnaviridae
NC_008911.1,Polydnaviridae
NC_008912.1,Polydnaviridae
NC_008913.1,Polydnaviridae
NC_008914.1,Polydnaviridae
NC_008915.1,Polydnaviridae
NC_008916.1,Polydnaviridae
NC_008917.1,Polydnaviridae
NC_008918.1,Polydnaviridae
NC_008919.1,Polydnaviridae
NC_008920.1,Polydnaviridae
NC_008921.1,Polydnaviridae
NC_008922.1,Polydnaviridae
NC_008923.1,Polydnaviridae
NC_008924.1,Polydnaviridae
NC_008925.1,Polydnaviridae
NC_008926.1,Polydnaviridae
NC_008927.1,Polydnaviridae
NC_008928.1,Polydnaviridae
NC_008929.1,Polydnaviridae
NC_008930.1,Polydnaviridae
NC_008931.1,Polydnaviridae
NC_008932.1,Polydnaviridae
NC_008933.1,Polydnaviridae
NC_008934.1,Polydnaviridae
NC_008935.1,Polydnaviridae
NC_008936.1,Polydnaviridae
NC_008937.1,Polydnaviridae
NC_008938.1,Polydnaviridae
NC_008939.1,Polydnaviridae
NC_008940.1,Polydnaviridae
NC_008941.1,Polydnaviridae
NC_014928.1,Circoviridae
NC_034976.1,Coronaviridae
NC_004003.1,Poxviridae
NC_027633.1,Microviridae
NC_027636.1,Microviridae
NC_027637.1,Microviridae
NC_027642.1,Microviridae
NC_027645.1,Microviridae
NC_028993.1,Microviridae
NC_028994.1,Microviridae
NC_030295.1,Totiviridae
NC_030742.1,Tombusviridae
NC_034567.1,Astroviridae
NC_017979.1,Adenoviridae
NC_024078.1,Caliciviridae
NC_003054.1,Circoviridae
NC_029052.1,Dicistroviridae
NC_033793.1,Picornaviridae
NC_005036.1,Paramyxoviridae
NC_018105.1,Caulimoviridae
NC_031074.1,Siphoviridae
NC_031226.1,Siphoviridae
NC_031247.1,Siphoviridae
NC_030943.1,Siphoviridae
NC_030930.1,Siphoviridae
NC_030942.1,Siphoviridae
NC_031072.1,Siphoviridae
NC_031118.1,Siphoviridae
NC_030941.1,Siphoviridae
NC_031029.1,Siphoviridae
NC_031234.1,Siphoviridae
NC_031122.1,Siphoviridae
NC_031936.1,Siphoviridae
NC_031028.1,Siphoviridae
NC_030902.1,Siphoviridae
NC_028668.1,Podoviridae
NC_030939.1,Siphoviridae
NC_030907.1,Siphoviridae
NC_030906.1,Siphoviridae
NC_028673.1,Podoviridae
NC_028972.1,Siphoviridae
NC_029060.1,Siphoviridae
NC_016435.1,Siphoviridae
NC_030935.1,Siphoviridae
NC_030932.1,Siphoviridae
NC_015720.1,Siphoviridae
NC_016434.1,Siphoviridae
NC_028665.1,Podoviridae
NC_016166.1,Siphoviridae
NC_028653.1,Podoviridae
NC_031265.1,Siphoviridae
NC_031099.1,Siphoviridae
NC_031060.1,Siphoviridae
NC_031109.1,Siphoviridae
NC_030695.1,Siphoviridae
NC_031233.1,Siphoviridae
NC_031267.1,Siphoviridae
NC_030912.1,Siphoviridae
NC_031004.1,Siphoviridae
NC_031061.1,Siphoviridae
NC_031237.1,Siphoviridae
NC_030915.1,Siphoviridae
NC_031112.1,Siphoviridae
NC_031031.1,Siphoviridae
NC_030694.1,Siphoviridae
NC_031255.2,Siphoviridae
NC_031251.1,Siphoviridae
NC_031001.1,Siphoviridae
NC_031052.1,Siphoviridae
NC_031249.1,Siphoviridae
NC_030921.1,Siphoviridae
NC_031239.1,Siphoviridae
NC_030913.1,Siphoviridae
NC_031269.1,Siphoviridae
NC_031230.1,Siphoviridae
NC_031097.1,Siphoviridae
NC_030936.1,Siphoviridae
NC_030901.1,Siphoviridae
NC_030944.1,Siphoviridae
NC_029074.1,Siphoviridae
NC_031229.1,Siphoviridae
NC_030914.1,Siphoviridae
NC_030924.1,Siphoviridae
NC_030917.1,Siphoviridae
NC_030696.1,Siphoviridae
NC_030698.1,Siphoviridae
NC_030927.1,Siphoviridae
NC_030911.1,Siphoviridae
NC_030905.1,Siphoviridae
NC_030650.1,Anelloviridae
NC_025380.1,Polyomaviridae
NC_011805.1,Geminiviridae
NC_012120.1,Geminiviridae
NC_026733.1,Iflaviridae
NC_011535.1,Tombusviridae
NC_018383.1,Secoviridae
NC_018384.1,Secoviridae
NC_028473.1,Narnaviridae
NC_031692.1,Tymoviridae
NC_015220.1,Betaflexiviridae
NC_015492.1,Secoviridae
NC_015493.1,Secoviridae
NC_027802.1,Reoviridae
NC_027808.1,Reoviridae
NC_027809.1,Reoviridae
NC_027810.1,Reoviridae
NC_027816.1,Reoviridae
NC_035935.1,Reoviridae
NC_035936.1,Reoviridae
NC_035937.1,Reoviridae
NC_035938.1,Reoviridae
NC_035939.1,Reoviridae
NC_003621.1,Secoviridae
NC_003622.1,Secoviridae
NC_017938.1,Secoviridae
NC_017939.1,Secoviridae
NC_034836.1,Luteoviridae
NC_019493.1,Endornaviridae
NC_003615.1,Secoviridae
NC_003623.1,Secoviridae
NC_003347.1,Tymoviridae
NC_031340.1,Geminiviridae
NC_016509.1,Closteroviridae
NC_011702.1,Closteroviridae
NC_029783.1,Closteroviridae
NC_007448.1,Closteroviridae
NC_004667.1,Closteroviridae
NC_016416.1,Closteroviridae
NC_016081.1,Closteroviridae
NC_016417.1,Closteroviridae
NC_016436.1,Closteroviridae
NC_015782.2,Betaflexiviridae
NC_022002.1,Geminiviridae
NC_030693.1,Tymoviridae
NC_027131.1,Caulimoviridae
NC_004724.1,Closteroviridae
NC_001948.1,Betaflexiviridae
NC_034205.1,Tymoviridae
NC_012484.1,Tymoviridae
NC_015784.2,Caulimoviridae
NC_003604.2,Betaflexiviridae
NC_003602.1,Betaflexiviridae
NC_011106.1,Betaflexiviridae
NC_018458.1,Betaflexiviridae
NC_035202.1,Betaflexiviridae
NC_025376.1,Rhabdoviridae
NC_034541.1,Rhabdoviridae
NC_014522.1,Reoviridae
NC_014523.1,Reoviridae
NC_014524.1,Reoviridae
NC_014525.1,Reoviridae
NC_014526.1,Reoviridae
NC_014527.1,Reoviridae
NC_014528.1,Reoviridae
NC_014529.1,Reoviridae
NC_014530.1,Reoviridae
NC_014531.1,Reoviridae
NC_007920.1,Endornaviridae
NC_006264.1,Narnaviridae
NC_003876.1,Totiviridae
NC_005965.1,Totiviridae
NC_004018.1,Partitiviridae
NC_004019.1,Partitiviridae
NC_004020.1,Partitiviridae
NC_001484.1,Hepadnaviridae
NC_003614.1,Tospoviridae
NC_003619.1,Tospoviridae
NC_003620.1,Tospoviridae
NC_015467.1,Tospoviridae
NC_015468.1,Tospoviridae
NC_015469.1,Tospoviridae
NC_003603.1,Tombusviridae
NC_009240.1,Nudiviridae
NC_005077.1,Arenaviridae
NC_005082.1,Arenaviridae
NC_034486.1,Peribunyaviridae
NC_034487.1,Peribunyaviridae
NC_034506.1,Peribunyaviridae
NC_008521.1,Circoviridae
NC_018401.1,Circoviridae
NC_017091.1,Circoviridae
NC_025215.1,Circoviridae
NC_027430.1,Circoviridae
NC_022788.1,Circoviridae
NC_022789.1,Circoviridae
NC_021786.1,Potyviridae
NC_004827.1,Myoviridae
NC_019455.1,Myoviridae
NC_001697.1,Myoviridae
NC_003315.1,Myoviridae
NC_017975.1,Myoviridae
NC_010342.1,Myoviridae
NC_022611.1,Iflaviridae
NC_000935.1,Podoviridae
NC_030401.1,Flaviviridae
NC_005218.1,Hantaviridae
NC_005219.1,Hantaviridae
NC_005222.1,Hantaviridae
NC_006433.1,Hantaviridae
NC_006435.1,Hantaviridae
NC_006437.1,Hantaviridae
NC_015394.2,Potyviridae
NC_015395.1,Betaflexiviridae
NC_026921.1,Picornaviridae
NC_034617.1,Picornaviridae
NC_034447.1,Rhabdoviridae
NC_024494.1,Phenuiviridae
NC_024495.1,Phenuiviridae
NC_024496.1,Phenuiviridae
NC_028365.1,Picornaviridae
NC_016568.1,Siphoviridae
NC_019512.1,Podoviridae
NC_019928.1,Podoviridae
NC_019931.1,Podoviridae
NC_013447.1,Endornaviridae
NC_005074.1,Totiviridae
NC_024016.1,Iflaviridae
NC_010240.1,Baculoviridae
NC_033619.1,Iflaviridae
NC_003094.2,Baculoviridae
NC_001981.1,Alphatetraviridae
NC_001982.1,Alphatetraviridae
NC_009233.1,Ascoviridae
NC_004156.2,Nudiviridae
NC_012038.1,Betaflexiviridae
NC_005978.1,Chrysoviridae
NC_005979.1,Chrysoviridae
NC_005980.1,Chrysoviridae
NC_005981.1,Chrysoviridae
NC_003607.2,Totiviridae
NC_022073.1,Geminiviridae
NC_021923.1,Baculoviridae
NC_004289.1,Parvoviridae
NC_034532.1,Parvoviridae
NC_005040.1,Parvoviridae
NC_001906.3,Paramyxoviridae
NC_004102.1,Flaviviridae
NC_009823.1,Flaviviridae
NC_009827.1,Flaviviridae
NC_030791.1,Flaviviridae
NC_031950.1,Flaviviridae
NC_031916.1,Flaviviridae
NC_001655.1,Flaviviridae
NC_001489.1,Picornaviridae
NC_027818.1,Picornaviridae
NC_027790.1,Circoviridae
NC_027789.1,Circoviridae
NC_001486.1,Hepadnaviridae
NC_035485.1,Partitiviridae
NC_035486.1,Partitiviridae
NC_023485.1,Caulimoviridae
NC_003608.1,Tombusviridae
NC_025381.1,Virgaviridae
NC_008310.2,Virgaviridae
NC_029549.1,Fimoviridae
NC_029550.1,Fimoviridae
NC_029551.1,Fimoviridae
NC_029552.1,Fimoviridae
NC_029553.1,Fimoviridae
NC_029554.1,Fimoviridae
NC_029555.1,Fimoviridae
NC_029570.1,Fimoviridae
NC_012561.1,Togaviridae
NC_003782.1,Dicistroviridae
NC_011540.1,Betaflexiviridae
NC_017967.1,Potyviridae
NC_005093.1,Rhabdoviridae
NC_013443.1,Astroviridae
NC_004071.1,Geminiviridae
NC_027129.1,Geminiviridae
NC_016649.1,Geminiviridae
NC_034444.1,Caliciviridae
NC_008029.1,Dicistroviridae
NC_012535.1,Reoviridae
NC_012536.1,Reoviridae
NC_012537.1,Reoviridae
NC_012538.1,Reoviridae
NC_012539.1,Reoviridae
NC_012540.1,Reoviridae
NC_012541.1,Reoviridae
NC_012542.1,Reoviridae
NC_012543.1,Reoviridae
NC_012544.1,Reoviridae
NC_012545.1,Reoviridae
NC_012546.1,Reoviridae
NC_014967.1,Tombusviridae
NC_008793.1,Geminiviridae
NC_003609.1,Geminiviridae
NC_005807.1,Geminiviridae
NC_002552.1,Betaflexiviridae
NC_010538.1,Betaflexiviridae
NC_021098.1,Partitiviridae
NC_021099.1,Partitiviridae
NC_005904.1,Potyviridae
NC_028949.1,Endornaviridae
NC_005635.1,Geminiviridae
NC_005636.1,Geminiviridae
NC_002543.1,Geminiviridae
NC_018858.1,Caulimoviridae
NC_024444.1,Hepadnaviridae
NC_011544.1,Alphaflexiviridae
NC_027920.1,Endornaviridae
NC_034509.1,Virgaviridae
NC_031135.1,Peribunyaviridae
NC_031136.1,Peribunyaviridae
NC_031137.1,Peribunyaviridae
NC_031138.1,Phenuiviridae
NC_031139.1,Phenuiviridae
NC_031140.1,Phenuiviridae
NC_031083.1,Rhabdoviridae
NC_032912.1,Potyviridae
NC_034494.1,Hantaviridae
NC_034502.1,Hantaviridae
NC_034503.1,Hantaviridae
NC_001806.2,Herpesviridae
NC_001798.2,Herpesviridae
NC_001348.1,Herpesviridae
NC_036877.1,Circoviridae
NC_021568.1,Circoviridae
NC_006273.2,Herpesviridae
NC_001664.4,Herpesviridae
NC_000898.1,Herpesviridae
NC_001716.2,Herpesviridae
NC_007455.1,Parvoviridae
NC_024694.1,Circoviridae
NC_002645.1,Coronaviridae
NC_028752.1,Coronaviridae
NC_006577.2,Coronaviridae
NC_005831.2,Coronaviridae
NC_023984.1,Picornaviridae
NC_023874.2,Circoviridae
NC_022518.1,Retroviridae
NC_030454.1,Picornaviridae
NC_004295.1,Parvoviridae
NC_035212.1,Circoviridae
NC_035213.1,Circoviridae
NC_035211.1,Circoviridae
NC_007605.1,Herpesviridae
NC_009334.1,Herpesviridae
NC_009333.1,Herpesviridae
NC_001802.1,Retroviridae
NC_001722.1,Retroviridae
NC_001460.1,Adenoviridae
AC_000005.1,Adenoviridae
AC_000010.1,Adenoviridae
AC_000018.1,Adenoviridae
AC_000019.1,Adenoviridae
NC_011202.1,Adenoviridae
NC_011203.1,Adenoviridae
NC_001405.1,Adenoviridae
AC_000007.1,Adenoviridae
AC_000008.1,Adenoviridae
AC_000017.1,Adenoviridae
NC_010956.1,Adenoviridae
AC_000006.1,Adenoviridae
NC_012959.1,Adenoviridae
AC_000011.1,Adenoviridae
NC_003266.2,Adenoviridae
NC_017825.1,Adenoviridae
NC_001454.1,Adenoviridae
NC_006879.1,Adenoviridae
NC_001781.1,Pneumoviridae
NC_026946.1,Papillomaviridae
NC_017994.1,Papillomaviridae
NC_017996.1,Papillomaviridae
NC_021483.1,Papillomaviridae
NC_022095.1,Papillomaviridae
NC_027528.1,Papillomaviridae
NC_034616.1,Papillomaviridae
NC_027779.1,Papillomaviridae
NC_007026.1,Picobirnaviridae
NC_007027.1,Picobirnaviridae
NC_001538.1,Polyomaviridae
NC_018102.1,Polyomaviridae
NC_020106.1,Polyomaviridae
NC_020890.1,Polyomaviridae
NC_024118.1,Polyomaviridae
NC_001699.1,Polyomaviridae
NC_009238.1,Polyomaviridae
NC_009539.1,Polyomaviridae
NC_010277.2,Polyomaviridae
NC_014406.1,Polyomaviridae
NC_014407.1,Polyomaviridae
NC_014361.1,Polyomaviridae
NC_015150.1,Polyomaviridae
NC_003461.1,Paramyxoviridae
NC_001796.2,Paramyxoviridae
NC_003443.1,Paramyxoviridae
NC_021928.1,Paramyxoviridae
NC_011800.1,Retroviridae
NC_006064.1,Bromoviridae
NC_006065.1,Bromoviridae
NC_006066.1,Bromoviridae
NC_018668.1,Picornaviridae
NC_027715.1,Peribunyaviridae
NC_027716.2,Peribunyaviridae
NC_027717.1,Peribunyaviridae
NC_012869.1,Betaflexiviridae
NC_006943.1,Alphaflexiviridae
NC_022748.1,Parvoviridae
NC_007767.1,Baculoviridae
NC_008946.1,Polydnaviridae
NC_008947.1,Polydnaviridae
NC_008948.1,Polydnaviridae
NC_008949.1,Polydnaviridae
NC_008950.1,Polydnaviridae
NC_008951.1,Polydnaviridae
NC_008952.1,Polydnaviridae
NC_008953.1,Polydnaviridae
NC_008954.1,Polydnaviridae
NC_008955.1,Polydnaviridae
NC_008956.1,Polydnaviridae
NC_008957.1,Polydnaviridae
NC_008958.1,Polydnaviridae
NC_008959.1,Polydnaviridae
NC_008960.1,Polydnaviridae
NC_008961.1,Polydnaviridae
NC_008962.1,Polydnaviridae
NC_008963.1,Polydnaviridae
NC_008964.1,Polydnaviridae
NC_008965.1,Polydnaviridae
NC_008966.1,Polydnaviridae
NC_008967.1,Polydnaviridae
NC_008968.1,Polydnaviridae
NC_008969.1,Polydnaviridae
NC_008970.1,Polydnaviridae
NC_008971.1,Polydnaviridae
NC_008972.1,Polydnaviridae
NC_008973.1,Polydnaviridae
NC_008976.1,Polydnaviridae
NC_008977.1,Polydnaviridae
NC_008978.1,Polydnaviridae
NC_008979.1,Polydnaviridae
NC_008980.1,Polydnaviridae
NC_008981.1,Polydnaviridae
NC_008982.1,Polydnaviridae
NC_008983.1,Polydnaviridae
NC_008984.1,Polydnaviridae
NC_008985.1,Polydnaviridae
NC_008986.1,Polydnaviridae
NC_008987.1,Polydnaviridae
NC_008988.1,Polydnaviridae
NC_008989.1,Polydnaviridae
NC_008990.1,Polydnaviridae
NC_008991.1,Polydnaviridae
NC_008992.1,Polydnaviridae
NC_008993.1,Polydnaviridae
NC_008994.1,Polydnaviridae
NC_008995.1,Polydnaviridae
NC_008996.1,Polydnaviridae
NC_008997.1,Polydnaviridae
NC_008998.1,Polydnaviridae
NC_008999.1,Polydnaviridae
NC_009000.1,Polydnaviridae
NC_009001.1,Polydnaviridae
NC_009002.1,Polydnaviridae
NC_009003.1,Polydnaviridae
NC_001493.2,Alloherpesviridae
NC_025471.1,Siphoviridae
NC_018629.1,Rhabdoviridae
NC_024805.1,Flaviviridae
NC_034557.1,Hantaviridae
NC_034558.1,Hantaviridae
NC_034564.1,Hantaviridae
NC_030236.1,Potyviridae
NC_003616.1,Tospoviridae
NC_003624.1,Tospoviridae
NC_003625.1,Tospoviridae
NC_001932.1,Geminiviridae
NC_001933.1,Geminiviridae
NC_003093.1,Alphaflexiviridae
NC_032682.2,Circoviridae
NC_004729.1,Virgaviridae
NC_004730.1,Virgaviridae
NC_001560.1,Rhabdoviridae
NC_004178.1,Birnaviridae
NC_004179.1,Birnaviridae
NC_003781.1,Iflaviridae
NC_001915.1,Birnaviridae
NC_001916.1,Birnaviridae
NC_006497.1,Orthomyxoviridae
NC_006498.1,Orthomyxoviridae
NC_006499.1,Orthomyxoviridae
NC_006500.2,Orthomyxoviridae
NC_006501.1,Orthomyxoviridae
NC_006502.1,Orthomyxoviridae
NC_006503.1,Orthomyxoviridae
NC_006505.1,Orthomyxoviridae
NC_003494.1,Iridoviridae
NC_004905.2,Orthomyxoviridae
NC_004906.1,Orthomyxoviridae
NC_004907.1,Orthomyxoviridae
NC_004908.1,Orthomyxoviridae
NC_004909.1,Orthomyxoviridae
NC_004910.1,Orthomyxoviridae
NC_004911.1,Orthomyxoviridae
NC_004912.1,Orthomyxoviridae
NC_002016.1,Orthomyxoviridae
NC_002017.1,Orthomyxoviridae
NC_002018.1,Orthomyxoviridae
NC_002019.1,Orthomyxoviridae
NC_002020.1,Orthomyxoviridae
NC_002021.1,Orthomyxoviridae
NC_002022.1,Orthomyxoviridae
NC_002023.1,Orthomyxoviridae
NC_007357.1,Orthomyxoviridae
NC_007358.1,Orthomyxoviridae
NC_007359.1,Orthomyxoviridae
NC_007360.1,Orthomyxoviridae
NC_007361.1,Orthomyxoviridae
NC_007362.1,Orthomyxoviridae
NC_007363.1,Orthomyxoviridae
NC_007364.1,Orthomyxoviridae
NC_007374.1,Orthomyxoviridae
NC_007375.1,Orthomyxoviridae
NC_007376.1,Orthomyxoviridae
NC_007377.1,Orthomyxoviridae
NC_007378.1,Orthomyxoviridae
NC_007380.1,Orthomyxoviridae
NC_007381.1,Orthomyxoviridae
NC_007382.1,Orthomyxoviridae
NC_007366.1,Orthomyxoviridae
NC_007367.1,Orthomyxoviridae
NC_007368.1,Orthomyxoviridae
NC_007369.1,Orthomyxoviridae
NC_007370.1,Orthomyxoviridae
NC_007371.1,Orthomyxoviridae
NC_007372.1,Orthomyxoviridae
NC_007373.1,Orthomyxoviridae
NC_026422.1,Orthomyxoviridae
NC_026423.1,Orthomyxoviridae
NC_026424.1,Orthomyxoviridae
NC_026425.1,Orthomyxoviridae
NC_026426.1,Orthomyxoviridae
NC_026427.1,Orthomyxoviridae
NC_026428.1,Orthomyxoviridae
NC_026429.1,Orthomyxoviridae
NC_026431.1,Orthomyxoviridae
NC_026432.1,Orthomyxoviridae
NC_026433.1,Orthomyxoviridae
NC_026434.1,Orthomyxoviridae
NC_026435.1,Orthomyxoviridae
NC_026436.1,Orthomyxoviridae
NC_026437.1,Orthomyxoviridae
NC_026438.1,Orthomyxoviridae
NC_002204.1,Orthomyxoviridae
NC_002205.1,Orthomyxoviridae
NC_002206.1,Orthomyxoviridae
NC_002207.1,Orthomyxoviridae
NC_002208.1,Orthomyxoviridae
NC_002209.1,Orthomyxoviridae
NC_002210.1,Orthomyxoviridae
NC_002211.1,Orthomyxoviridae
NC_006306.2,Orthomyxoviridae
NC_006307.2,Orthomyxoviridae
NC_006308.2,Orthomyxoviridae
NC_006309.2,Orthomyxoviridae
NC_006310.2,Orthomyxoviridae
NC_006311.1,Orthomyxoviridae
NC_006312.2,Orthomyxoviridae
NC_036615.1,Orthomyxoviridae
NC_036616.1,Orthomyxoviridae
NC_036617.1,Orthomyxoviridae
NC_036618.1,Orthomyxoviridae
NC_036619.1,Orthomyxoviridae
NC_036620.1,Orthomyxoviridae
NC_036621.1,Orthomyxoviridae
NC_028230.1,Rhabdoviridae
NC_023615.1,Iridoviridae
NC_008187.1,Iridoviridae
NC_023611.1,Iridoviridae
NC_024451.1,Iridoviridae
NC_003038.1,Iridoviridae
NC_015780.1,Iridoviridae
NC_021901.1,Iridoviridae
NC_023613.1,Iridoviridae
NC_011142.1,Myoviridae
NC_001605.1,Papillomaviridae
NC_013022.2,Geminiviridae
NC_007905.1,Arenaviridae
NC_007906.1,Arenaviridae
NC_034544.1,Rhabdoviridae
NC_029076.1,Potyviridae
NC_029799.1,Tospoviridae
NC_029800.1,Tospoviridae
NC_020809.1,Rhabdoviridae
NC_033277.1,Chrysoviridae
NC_033278.1,Chrysoviridae
NC_033317.1,Chrysoviridae
NC_033318.1,Chrysoviridae
NC_020806.1,Rhabdoviridae
NC_009025.1,Dicistroviridae
NC_034536.1,Rhabdoviridae
NC_029691.1,Luteoviridae
NC_034243.1,Tombusviridae
NC_007454.1,Paramyxoviridae
NC_001494.1,Retroviridae
NC_002187.1,Tombusviridae
NC_000947.1,Potyviridae
NC_030926.1,Betaflexiviridae
NC_029051.1,Potyviridae
NC_025725.1,Geminiviridae
NC_011268.1,Geminiviridae
NC_019034.1,Geminiviridae
NC_024012.1,Geminiviridae
NC_024013.1,Geminiviridae
NC_011309.2,Geminiviridae
NC_034398.1,Hantaviridae
NC_034399.1,Hantaviridae
NC_034404.1,Hantaviridae
NC_005287.1,Tombusviridae
NC_003606.1,Potyviridae
NC_034538.1,Rhabdoviridae
NC_033699.1,Flaviviridae
NC_035472.1,Caulimoviridae
NC_005080.1,Arenaviridae
NC_005081.1,Arenaviridae
NC_026620.1,Flaviviridae
NC_036604.1,Phenuiviridae
NC_036605.1,Phenuiviridae
NC_036606.1,Phenuiviridae
NC_033724.1,Flaviviridae
NC_004199.1,Reoviridae
NC_004205.1,Reoviridae
NC_004206.1,Reoviridae
NC_004207.1,Reoviridae
NC_004208.1,Reoviridae
NC_004209.1,Reoviridae
NC_004210.1,Reoviridae
NC_004212.1,Reoviridae
NC_004213.1,Reoviridae
NC_004214.1,Reoviridae
NC_004215.1,Reoviridae
NC_004216.1,Reoviridae
NC_034499.1,Peribunyaviridae
NC_034500.1,Peribunyaviridae
NC_034501.1,Peribunyaviridae
NC_029053.1,Arteriviridae
NC_013006.1,Betaflexiviridae
NC_004540.1,Caulimoviridae
NC_033829.1,Nudiviridae
NC_023439.1,Flaviviridae
NC_034450.1,Rhabdoviridae
NC_005064.1,Flaviviridae
NC_002232.1,Papillomaviridae
NC_001541.1,Papillomaviridae
NC_035118.1,Flaviviridae
NC_004807.1,Dicistroviridae
NC_029932.1,Hantaviridae
NC_029933.1,Hantaviridae
NC_036636.1,Hantaviridae
NC_012533.1,Flaviviridae
NC_010435.1,Geminiviridae
NC_034559.1,Hantaviridae
NC_034560.1,Hantaviridae
NC_034565.1,Hantaviridae
NC_001746.1,Tymoviridae
NC_034451.1,Rhabdoviridae
NC_034388.1,Hantaviridae
NC_034389.1,Hantaviridae
NC_034392.1,Hantaviridae
NC_016159.1,Potyviridae
NC_034540.1,Rhabdoviridae
NC_034518.1,Hantaviridae
NC_034519.1,Hantaviridae
NC_034527.1,Hantaviridae
NC_025385.1,Rhabdoviridae
NC_034458.1,Peribunyaviridae
NC_034460.1,Peribunyaviridae
NC_034468.1,Peribunyaviridae
NC_033553.1,Arteriviridae
NC_034455.1,Arteriviridae
NC_034462.1,Phasmaviridae
NC_034463.1,Phasmaviridae
NC_034469.1,Phasmaviridae
NC_025396.1,Rhabdoviridae
NC_031749.1,Iflaviridae
NC_034549.1,Rhabdoviridae
NC_022343.1,Myoviridae
NC_020204.1,Myoviridae
NC_027399.1,Myoviridae
NC_005857.1,Siphoviridae
NC_028659.1,Myoviridae
NC_031087.1,Myoviridae
NC_028786.1,Siphoviridae
NC_023567.2,Podoviridae
NC_028686.1,Myoviridae
NC_011043.1,Podoviridae
NC_025418.1,Podoviridae
NC_028800.1,Podoviridae
NC_028760.1,Siphoviridae
NC_028688.1,Podoviridae
NC_014036.1,Myoviridae
NC_028664.1,Podoviridae
NC_020080.1,Myoviridae
NC_013647.1,Podoviridae
NC_013649.2,Podoviridae
NC_029099.1,Siphoviridae
NC_028977.1,Podoviridae
NC_028670.1,Podoviridae
NC_031025.1,Podoviridae
NC_031246.1,Podoviridae
NC_028750.1,Myoviridae
NC_031095.1,Myoviridae
NC_031053.1,Siphoviridae
NC_028816.1,Podoviridae
NC_028870.1,Podoviridae
NC_028774.1,Siphoviridae
NC_011534.1,Podoviridae
NC_027918.1,Picornaviridae
NC_009029.2,Flaviviridae
NC_032088.1,Flaviviridae
NC_025342.1,Rhabdoviridae
NC_007913.1,Potyviridae
NC_028239.1,Rhabdoviridae
NC_017714.1,Rhabdoviridae
NC_009645.1,Geminiviridae
NC_009647.1,Geminiviridae
NC_028236.1,Rhabdoviridae
NC_003610.1,Virgaviridae
NC_027128.1,Iflaviridae
NC_034537.1,Rhabdoviridae
NC_017843.2,Circoviridae
NC_001639.1,Arteriviridae
NC_004112.1,Siphoviridae
NC_028888.1,Siphoviridae
NC_028835.1,Siphoviridae
NC_028830.1,Siphoviridae
NC_028911.1,Siphoviridae
NC_028783.1,Siphoviridae
NC_022756.1,Siphoviridae
NC_019456.1,Siphoviridae
NC_007924.1,Myoviridae
NC_027990.1,Myoviridae
NC_005893.1,Siphoviridae
NC_007501.1,Siphoviridae
NC_026609.1,Siphoviridae
NC_019486.1,Siphoviridae
NC_029058.1,Myoviridae
NC_029068.1,Siphoviridae
NC_009554.1,Siphoviridae
NC_011104.1,Siphoviridae
NC_011801.1,Siphoviridae
NC_024206.1,Myoviridae
NC_000896.1,Siphoviridae
NC_019782.1,Myoviridae
NC_004305.1,Siphoviridae
NC_022775.1,Siphoviridae
NC_027982.1,Siphoviridae
NC_022757.1,Siphoviridae
NC_031036.1,Siphoviridae
NC_031125.1,Siphoviridae
NC_019489.1,Siphoviridae
NC_005354.1,Siphoviridae
NC_005355.1,Siphoviridae
NC_019916.1,Siphoviridae
NC_019449.1,Siphoviridae
NC_012530.1,Myoviridae
NC_025420.1,Siphoviridae
NC_025415.1,Siphoviridae
NC_025421.1,Siphoviridae
NC_022989.1,Siphoviridae
NC_006565.1,Myoviridae
NC_006936.1,Siphoviridae
NC_022762.1,Siphoviridae
NC_024149.1,Podoviridae
NC_027120.1,Siphoviridae
NC_010576.1,Siphoviridae
NC_031013.1,Siphoviridae
NC_021853.1,Siphoviridae
NC_031040.1,Siphoviridae
NC_031017.1,Siphoviridae
NC_008364.1,Siphoviridae
NC_015263.1,Siphoviridae
NC_031064.1,Siphoviridae
NC_010363.1,Podoviridae
NC_002666.1,Siphoviridae
NC_002667.1,Siphoviridae
NC_002668.1,Siphoviridae
NC_002796.1,Siphoviridae
NC_021861.1,Siphoviridae
NC_031071.1,Siphoviridae
NC_031009.1,Siphoviridae
NC_029118.1,Siphoviridae
NC_021860.1,Siphoviridae
NC_021854.1,Siphoviridae
NC_031075.1,Siphoviridae
NC_031002.1,Siphoviridae
NC_031044.1,Siphoviridae
NC_024215.1,Siphoviridae
NC_012663.1,Siphoviridae
NC_024203.1,Siphoviridae
NC_024208.1,Siphoviridae
NC_024214.1,Siphoviridae
NC_004746.1,Siphoviridae
NC_021852.1,Siphoviridae
NC_021855.1,Siphoviridae
NC_023574.1,Siphoviridae
NC_005822.1,Siphoviridae
NC_031016.1,Siphoviridae
NC_004302.1,Siphoviridae
NC_002747.1,Siphoviridae
NC_002703.1,Siphoviridae
NC_004066.1,Siphoviridae
NC_027341.1,Siphoviridae
NC_008370.1,Siphoviridae
NC_017688.1,Siphoviridae
NC_011046.1,Siphoviridae
