accession,family
NC_015252.1,Siphoviridae
NC_015254.1,Siphoviridae
NC_016563.1,Herelleviridae
NC_015262.1,Siphoviridae
NC_027984.1,Podoviridae
NC_015271.1,Autographiviridae
NC_020859.1,Myoviridae
NC_020486.1,Myoviridae
NC_019921.1,Siphoviridae
NC_048624.1,Siphoviridae
NC_031019.1,Podoviridae
NC_015263.1,Siphoviridae
NC_020835.1,Autographiviridae
NC_016071.1,Myoviridae
NC_042028.1,Myoviridae
NC_020865.1,Autographiviridae
NC_020845.1,Myoviridae
NC_016160.1,Siphoviridae
NC_016158.1,Siphoviridae
NC_015265.1,Myoviridae
NC_015266.1,Myoviridae
NC_015273.1,Myoviridae
NC_015295.1,Myoviridae
NC_023715.1,Autographiviridae
NC_019488.1,Myoviridae
NC_020855.1,Myoviridae
NC_021560.1,Myoviridae
NC_021557.1,Myoviridae
NC_019490.1,Siphoviridae
NC_019487.1,Herelleviridae
NC_019549.1,Podoviridae
NC_019550.1,Podoviridae
NC_054978.1,Siphoviridae
NC_047854.1,Myoviridae
NC_019932.1,Myoviridae
NC_019486.1,Siphoviridae
NC_019489.1,Siphoviridae
NC_021864.1,Podoviridae
NC_017732.1,Podoviridae
NC_015158.1,Zobellviridae
NC_020414.2,Autographiviridae
NC_019934.1,Siphoviridae
NC_019927.1,Siphoviridae
NC_016564.1,Siphoviridae
NC_015326.1,Marseilleviridae
NC_015457.1,Myoviridae
NC_021783.1,Siphoviridae
NC_027989.1,Myoviridae
NC_041832.1,Myoviridae
NC_041833.1,Myoviridae
NC_041834.1,Myoviridae
NC_016565.1,Rountreeviridae
NC_047720.1,Herelleviridae
NC_019929.1,Myoviridae
NC_015568.1,Siphoviridae
NC_042327.1,Siphoviridae
NC_042328.1,Siphoviridae
NC_041844.1,Siphoviridae
NC_041983.1,Siphoviridae
NC_042316.1,Siphoviridae
NC_041846.1,Siphoviridae
NC_042317.1,Siphoviridae
NC_042318.1,Siphoviridae
NC_042319.1,Siphoviridae
NC_042320.1,Siphoviridae
NC_042326.1,Siphoviridae
NC_042321.1,Siphoviridae
NC_042322.1,Siphoviridae
NC_042323.1,Siphoviridae
NC_042324.1,Siphoviridae
NC_041971.1,Siphoviridae
NC_041987.1,Siphoviridae
NC_041985.1,Siphoviridae
NC_042308.1,Siphoviridae
NC_042312.1,Siphoviridae
NC_042309.1,Siphoviridae
NC_042310.1,Siphoviridae
NC_042313.1,Siphoviridae
NC_042311.1,Siphoviridae
NC_042314.1,Siphoviridae
NC_042036.1,Siphoviridae
NC_042315.1,Siphoviridae
NC_042030.1,Siphoviridae
NC_028906.1,Siphoviridae
NC_042329.1,Siphoviridae
NC_041847.1,Siphoviridae
NC_041989.1,Siphoviridae
NC_041988.1,Siphoviridae
NC_042330.1,Siphoviridae
NC_015719.1,Autographiviridae
NC_022920.1,Herelleviridae
NC_022918.1,Herelleviridae
NC_042331.1,Siphoviridae
NC_048015.1,Myoviridae
NC_023743.1,Drexlerviridae
NC_018285.1,Siphoviridae
NC_041978.1,Myoviridae
NC_023738.1,Siphoviridae
NC_015933.1,Schitoviridae
NC_019505.1,Myoviridae
NC_019503.1,Myoviridae
NC_023729.1,Siphoviridae
NC_023709.1,Siphoviridae
NC_016568.1,Podoviridae
NC_023689.1,Siphoviridae
NC_023734.1,Siphoviridae
NC_042333.1,Siphoviridae
NC_023731.1,Siphoviridae
NC_023707.1,Siphoviridae
NC_023710.1,Siphoviridae
NC_041850.1,Siphoviridae
NC_023692.1,Siphoviridae
NC_047867.1,Autographiviridae
NC_022087.1,Siphoviridae
NC_041969.1,Siphoviridae
NC_023730.1,Siphoviridae
NC_019444.1,Myoviridae
NC_019443.1,Myoviridae
NC_023719.1,Myoviridae
NC_023708.1,Siphoviridae
NC_023695.1,Siphoviridae
NC_020416.1,Myoviridae
NC_041970.1,Siphoviridae
NC_023742.1,Siphoviridae
NC_041965.1,Siphoviridae
NC_023697.1,Siphoviridae
NC_023713.1,Siphoviridae
NC_023687.1,Siphoviridae
NC_023703.1,Siphoviridae
NC_023686.1,Siphoviridae
NC_042334.1,Siphoviridae
NC_023745.1,Siphoviridae
NC_019501.1,Podoviridae
NC_027402.1,Myoviridae
NC_027298.1,Siphoviridae
NC_041851.1,Siphoviridae
NC_042336.1,Siphoviridae
NC_042335.1,Siphoviridae
NC_016770.1,Siphoviridae
NC_016165.1,Siphoviridae
NC_016652.1,Siphoviridae
NC_025443.1,Siphoviridae
NC_016763.1,Siphoviridae
NC_020201.1,Myoviridae
NC_018277.1,Siphoviridae
NC_048628.1,Siphoviridae
NC_019502.1,Siphoviridae
NC_019442.1,Podoviridae
NC_016571.1,Myoviridae
NC_016761.1,Podoviridae
NC_018264.1,Siphoviridae
NC_047736.1,Herelleviridae
NC_047735.1,Herelleviridae
NC_017985.1,Podoviridae
NC_019527.1,Myoviridae
NC_019522.1,Myoviridae
NC_016762.1,Siphoviridae
NC_016765.1,Siphoviridae
NC_029099.1,Drexlerviridae
NC_027355.1,Herelleviridae
NC_016767.1,Podoviridae
NC_019517.1,Myoviridae
NC_019446.1,Podoviridae
NC_019447.1,Podoviridae
NC_019515.1,Myoviridae
NC_018857.1,Herelleviridae
NC_019516.2,Myoviridae
NC_018863.1,Herelleviridae
NC_019417.1,Siphoviridae
NC_019400.1,Myoviridae
NC_019401.1,Myoviridae
NC_019403.1,Autographiviridae
NC_019404.1,Drexlerviridae
NC_019399.1,Myoviridae
NC_017865.1,Autographiviridae
NC_020490.2,Siphoviridae
NC_019915.1,Siphoviridae
NC_019914.1,Siphoviridae
NC_019526.1,Myoviridae
NC_027980.1,Autographiviridae
NC_019545.1,Siphoviridae
NC_041986.1,Siphoviridae
NC_019710.1,Siphoviridae
NC_019717.1,Siphoviridae
NC_019714.1,Siphoviridae
NC_019723.1,Siphoviridae
NC_019719.1,Siphoviridae
NC_019711.1,Siphoviridae
NC_019706.1,Siphoviridae
NC_019708.1,Siphoviridae
NC_019704.1,Siphoviridae
NC_019709.1,Siphoviridae
NC_019705.1,Siphoviridae
NC_019718.1,Drexlerviridae
NC_019720.1,Siphoviridae
NC_019715.1,Siphoviridae
NC_019721.1,Siphoviridae
NC_049942.1,Siphoviridae
NC_018846.1,Podoviridae
NC_019524.2,Siphoviridae
NC_019512.1,Podoviridae
NC_019451.1,Myoviridae
NC_018274.1,Siphoviridae
NC_041910.1,Siphoviridae
NC_018273.1,Siphoviridae
NC_041982.1,Siphoviridae
NC_041984.1,Siphoviridae
NC_019539.1,Siphoviridae
NC_017695.1,Siphoviridae
NC_017702.1,Siphoviridae
NC_017698.1,Siphoviridae
NC_017696.1,Siphoviridae
NC_020199.1,Siphoviridae
NC_018454.1,Siphoviridae
NC_018275.1,Podoviridae
NC_018279.1,Siphoviridae
NC_023588.1,Myoviridae
NC_023698.1,Siphoviridae
NC_023723.1,Siphoviridae
NC_019513.1,Siphoviridae
NC_017968.1,Siphoviridae
NC_020871.1,Herelleviridae
NC_042066.1,Drexlerviridae
NC_021539.2,Siphoviridae
NC_021775.1,Siphoviridae
NC_042065.1,Siphoviridae
NC_021774.1,Myoviridae
NC_017973.1,Siphoviridae
NC_054800.1,Siphoviridae
NC_018843.1,Siphoviridae
NC_017984.1,Myoviridae
NC_017978.1,Siphoviridae
NC_025418.1,Autographiviridae
NC_018085.1,Siphoviridae
NC_041852.1,Siphoviridae
NC_021326.1,Siphoviridae
NC_021332.1,Siphoviridae
NC_042337.1,Siphoviridae
NC_047722.1,Herelleviridae
NC_047723.1,Herelleviridae
NC_047725.1,Herelleviridae
NC_047726.1,Herelleviridae
NC_047727.1,Herelleviridae
NC_047724.1,Herelleviridae
NC_021863.1,Siphoviridae
NC_027360.1,Myoviridae
NC_020879.1,Myoviridae
NC_030933.1,Herelleviridae
NC_019931.1,Podoviridae
NC_018836.1,Siphoviridae
NC_018848.1,Siphoviridae
NC_027351.1,Myoviridae
NC_027344.1,Myoviridae
NC_020081.2,Herelleviridae
NC_019421.1,Myoviridae
NC_019422.1,Myoviridae
NC_041992.1,Siphoviridae
NC_019919.2,Demerecviridae
NC_019909.1,Myoviridae
NC_019928.1,Podoviridae
NC_041849.1,Siphoviridae
NC_041991.1,Siphoviridae
NC_042339.1,Siphoviridae
NC_042340.1,Siphoviridae
NC_041853.1,Siphoviridae
NC_054977.1,Siphoviridae
NC_047738.1,Autographiviridae
NC_034248.1,Siphoviridae
NC_019541.1,Siphoviridae
NC_025425.1,Myoviridae
NC_027339.1,Myoviridae
NC_022091.1,Autographiviridae
NC_027986.1,Siphoviridae
NC_027992.1,Siphoviridae
NC_047739.1,Siphoviridae
NC_041855.1,Siphoviridae
NC_042341.1,Siphoviridae
NC_049924.1,Podoviridae
NC_049923.1,Podoviridae
NC_049941.1,Siphoviridae
NC_049945.1,Siphoviridae
NC_049944.1,Siphoviridae
NC_021861.1,Siphoviridae
NC_019722.1,Myoviridae
NC_019713.1,Siphoviridae
NC_028995.1,Myoviridae
NC_018834.1,Siphoviridae
NC_018839.1,Siphoviridae
NC_018841.1,Siphoviridae
NC_018845.1,Siphoviridae
NC_018849.1,Siphoviridae
NC_018852.1,Siphoviridae
NC_018838.1,Siphoviridae
NC_018840.1,Siphoviridae
NC_018842.1,Siphoviridae
NC_018847.1,Siphoviridae
NC_018851.1,Siphoviridae
NC_019813.1,Podoviridae
NC_018832.1,Siphoviridae
NC_022336.1,Siphoviridae
NC_022339.1,Siphoviridae
NC_022338.1,Siphoviridae
NC_022335.1,Siphoviridae
NC_022337.1,Siphoviridae
NC_022342.1,Siphoviridae
NC_022334.1,Siphoviridae
NC_022341.1,Siphoviridae
NC_022340.1,Siphoviridae
NC_022090.1,Herelleviridae
NC_020877.1,Herelleviridae
NC_018850.2,Podoviridae
NC_020204.1,Myoviridae
NC_019912.1,Siphoviridae
NC_019418.1,Siphoviridae
NC_019416.1,Autographiviridae
NC_019726.1,Herelleviridae
NC_047721.1,Herelleviridae
NC_041857.1,Myoviridae
NC_020876.1,Siphoviridae
NC_041906.1,Schitoviridae
NC_025417.1,Herelleviridae
NC_022746.1,Autographiviridae
NC_024390.1,Siphoviridae
NC_020870.1,Siphoviridae
NC_024385.1,Siphoviridae
NC_024386.1,Siphoviridae
NC_024380.1,Siphoviridae
NC_020880.1,Siphoviridae
NC_021533.1,Siphoviridae
NC_021853.1,Siphoviridae
NC_021860.1,Siphoviridae
NC_021854.1,Siphoviridae
NC_021852.1,Siphoviridae
NC_021855.1,Siphoviridae
NC_022791.1,Siphoviridae
NC_020104.1,Mimiviridae
NC_042342.1,Podoviridae
NC_042343.1,Podoviridae
NC_025456.1,Autographiviridae
NC_021773.2,Siphoviridae
NC_027364.1,Myoviridae
NC_021323.1,Siphoviridae
NC_023501.1,Herelleviridae
NC_047715.1,Myoviridae
NC_047716.1,Myoviridae
NC_047717.1,Myoviridae
NC_031235.1,Myoviridae
NC_047734.1,Myoviridae
NC_023006.1,Myoviridae
NC_021343.1,Myoviridae
NC_020483.1,Autographiviridae
NC_042133.1,Herelleviridae
NC_049351.1,Siphoviridae
NC_055041.1,Siphoviridae
NC_021061.1,Siphoviridae
NC_041976.1,Myoviridae
NC_029104.1,Myoviridae
NC_029029.1,Myoviridae
NC_021532.1,Schitoviridae
NC_021325.1,Siphoviridae
NC_023499.1,Siphoviridae
NC_023500.1,Siphoviridae
NC_021336.1,Salasmaviridae
NC_047855.1,Rountreeviridae
NC_021299.1,Siphoviridae
NC_021324.1,Siphoviridae
NC_021334.1,Siphoviridae
NC_021298.1,Siphoviridae
NC_021304.1,Siphoviridae
NC_021339.1,Siphoviridae
NC_021306.2,Siphoviridae
NC_021302.1,Siphoviridae
NC_021308.1,Siphoviridae
NC_021538.1,Siphoviridae
NC_021535.1,Siphoviridae
NC_021297.1,Siphoviridae
NC_021309.1,Siphoviridae
NC_021307.1,Siphoviridae
NC_021301.1,Siphoviridae
NC_021311.1,Siphoviridae
NC_021305.1,Siphoviridae
NC_021338.1,Siphoviridae
NC_021318.1,Siphoviridae
NC_022323.1,Myoviridae
NC_021789.1,Podoviridae
NC_048026.1,Autographiviridae
NC_021865.1,Siphoviridae
NC_021777.1,Siphoviridae
NC_022055.1,Siphoviridae
NC_022066.1,Siphoviridae
NC_022067.1,Siphoviridae
NC_029023.1,Myoviridae
NC_041928.1,Herelleviridae
NC_023587.1,Myoviridae
NC_023584.1,Myoviridae
NC_022086.1,Siphoviridae
NC_022069.1,Siphoviridae
NC_022060.1,Siphoviridae
NC_022068.1,Siphoviridae
NC_022056.1,Siphoviridae
NC_022062.1,Siphoviridae
NC_022052.1,Siphoviridae
NC_022324.1,Siphoviridae
NC_022054.2,Siphoviridae
NC_022065.1,Siphoviridae
NC_022071.1,Siphoviridae
NC_022747.1,Myoviridae
NC_021801.1,Siphoviridae
NC_027404.1,Myoviridae
NC_021784.1,Myoviridae
NC_022753.1,Siphoviridae
NC_029018.2,Siphoviridae
NC_022329.1,Siphoviridae
NC_022330.1,Siphoviridae
NC_027204.1,Myoviridae
NC_022059.1,Siphoviridae
NC_023599.1,Siphoviridae
NC_022750.1,Myoviridae
NC_022088.2,Herelleviridae
NC_022070.1,Siphoviridae
NC_022085.1,Siphoviridae
NC_022058.1,Siphoviridae
NC_022988.1,Siphoviridae
NC_022976.1,Siphoviridae
NC_022969.1,Siphoviridae
NC_024790.1,Schitoviridae
NC_024794.1,Myoviridae
NC_022968.1,Myoviridae
NC_022977.1,Siphoviridae
NC_022965.1,Siphoviridae
NC_022973.1,Siphoviridae
NC_022979.1,Siphoviridae
NC_022985.1,Siphoviridae
NC_023503.1,Siphoviridae
NC_024786.1,Schitoviridae
NC_022775.1,Siphoviridae
NC_022758.1,Siphoviridae
NC_022914.1,Siphoviridae
NC_022769.1,Herelleviridae
NC_022771.1,Herelleviridae
NC_022763.1,Herelleviridae
NC_023583.1,Podoviridae
NC_022749.1,Myoviridae
NC_022744.1,Autographiviridae
NC_023558.1,Autographiviridae
NC_024144.1,Myoviridae
NC_022756.1,Siphoviridae
NC_022972.2,Siphoviridae
NC_023498.1,Siphoviridae
NC_047742.1,Siphoviridae
NC_023567.2,Autographiviridae
NC_024793.1,Drexlerviridae
NC_024784.1,Drexlerviridae
NC_024789.1,Drexlerviridae
NC_029120.1,Podoviridae
NC_024206.1,Myoviridae
NC_022915.1,Podoviridae
NC_038511.1,Marseilleviridae
NC_022971.1,Podoviridae
NC_023564.1,Siphoviridae
NC_023579.1,Schitoviridae
NC_023562.1,Siphoviridae
NC_023552.1,Siphoviridae
NC_028940.1,Myoviridae
NC_022983.1,Siphoviridae
NC_022975.1,Siphoviridae
NC_022984.1,Siphoviridae
NC_022981.1,Siphoviridae
NC_024124.2,Myoviridae
NC_047743.1,Autographiviridae
NC_023551.1,Siphoviridae
NC_023571.1,Siphoviridae
NC_023560.1,Siphoviridae
NC_023582.1,Siphoviridae
NC_027349.1,Myoviridae
NC_023559.1,Siphoviridae
NC_029116.1,Myoviridae
NC_023553.1,Siphoviridae
NC_023565.1,Siphoviridae
NC_023577.1,Siphoviridae
NC_023572.1,Siphoviridae
NC_023580.1,Siphoviridae
NC_023602.1,Siphoviridae
NC_029121.1,Herelleviridae
NC_047744.1,Herelleviridae
NC_026607.2,Myoviridae
NC_024134.1,Myoviridae
NC_024361.1,Siphoviridae
NC_024357.1,Siphoviridae
NC_024370.1,Siphoviridae
NC_023573.1,Herelleviridae
NC_030931.1,Siphoviridae
NC_027368.1,Myoviridae
NC_023550.1,Rountreeviridae
NC_023561.1,Myoviridae
NC_023576.1,Autographiviridae
NC_023548.1,Autographiviridae
NC_024136.1,Siphoviridae
NC_023607.1,Siphoviridae
NC_023862.1,Siphoviridae
NC_023597.1,Siphoviridae
NC_023606.1,Siphoviridae
NC_023601.2,Myoviridae
NC_023609.1,Siphoviridae
NC_024142.2,Schitoviridae
NC_024384.1,Siphoviridae
NC_024387.1,Siphoviridae
NC_024123.1,Podoviridae
NC_024391.1,Siphoviridae
NC_024204.1,Siphoviridae
NC_023608.1,Siphoviridae
NC_024143.1,Siphoviridae
NC_024146.1,Siphoviridae
NC_024121.1,Myoviridae
NC_024330.1,Siphoviridae
NC_029107.1,Siphoviridae
NC_047871.1,Herelleviridae
NC_024141.1,Siphoviridae
NC_024148.1,Siphoviridae
NC_024147.1,Siphoviridae
NC_025453.1,Siphoviridae
NC_026590.1,Siphoviridae
NC_051724.1,Siphoviridae
NC_024216.1,Herelleviridae
NC_024207.1,Herelleviridae
NC_024213.1,Herelleviridae
NC_024205.1,Herelleviridae
NC_024211.1,Herelleviridae
NC_024788.1,Herelleviridae
NC_027130.1,Myoviridae
NC_047718.1,Myoviridae
NC_047719.1,Myoviridae
NC_026928.1,Myoviridae
NC_026927.1,Myoviridae
NC_047712.1,Myoviridae
NC_047713.1,Myoviridae
NC_026924.1,Myoviridae
NC_026926.1,Myoviridae
NC_024125.2,Myoviridae
NC_024210.1,Drexlerviridae
NC_024379.1,Autographiviridae
NC_029010.1,Siphoviridae
NC_027371.1,Siphoviridae
NC_024368.1,Siphoviridae
NC_027352.1,Herelleviridae
NC_025460.1,Siphoviridae
NC_025434.1,Podoviridae
NC_025427.1,Myoviridae
NC_024362.1,Autographiviridae
NC_024365.1,Siphoviridae
NC_027357.1,Siphoviridae
NC_027373.1,Siphoviridae
NC_027391.1,Siphoviridae
NC_027400.1,Siphoviridae
NC_027380.1,Siphoviridae
NC_027333.1,Siphoviridae
NC_041955.1,Siphoviridae
NC_027361.1,Siphoviridae
NC_027385.1,Siphoviridae
NC_027401.1,Siphoviridae
NC_027403.1,Siphoviridae
NC_027367.1,Siphoviridae
NC_027294.1,Siphoviridae
NC_027347.1,Siphoviridae
NC_041957.1,Siphoviridae
NC_027386.1,Siphoviridae
NC_027405.1,Siphoviridae
NC_027370.1,Siphoviridae
NC_027295.1,Siphoviridae
NC_027354.1,Siphoviridae
NC_027376.1,Siphoviridae
NC_027334.1,Myoviridae
NC_028917.1,Siphoviridae
NC_028775.1,Siphoviridae
NC_024785.1,Myoviridae
NC_041979.1,Myoviridae
NC_041863.1,Myoviridae
NC_041864.1,Myoviridae
NC_025424.1,Siphoviridae
NC_026016.1,Siphoviridae
NC_027398.1,Podoviridae
NC_029046.1,Siphoviridae
NC_025416.1,Herelleviridae
NC_025426.1,Herelleviridae
NC_027299.1,Podoviridae
NC_026604.1,Siphoviridae
NC_024792.1,Herelleviridae
NC_026597.1,Siphoviridae
NC_027387.1,Autographiviridae
NC_026588.1,Siphoviridae
NC_026584.1,Siphoviridae
NC_028798.1,Siphoviridae
NC_028794.1,Siphoviridae
NC_028872.1,Myoviridae
NC_028912.1,Siphoviridae
NC_028757.1,Siphoviridae
NC_026591.1,Siphoviridae
NC_026596.1,Siphoviridae
NC_049353.1,Siphoviridae
NC_049352.1,Siphoviridae
NC_024791.1,Zobellviridae
NC_025115.1,Myoviridae
NC_027384.1,Siphoviridae
NC_025445.1,Autographiviridae
NC_026593.1,Siphoviridae
NC_026585.1,Siphoviridae
NC_027377.1,Siphoviridae
NC_025451.1,Autographiviridae
NC_026611.1,Myoviridae
NC_027293.1,Myoviridae
NC_027331.1,Myoviridae
NC_026017.1,Siphoviridae
NC_028832.1,Siphoviridae
NC_028923.1,Siphoviridae
NC_028876.2,Siphoviridae
NC_025437.1,Myoviridae
NC_025430.1,Myoviridae
NC_021315.1,Siphoviridae
NC_025442.1,Siphoviridae
NC_028955.1,Myoviridae
NC_025450.1,Autographiviridae
NC_029077.1,Siphoviridae
NC_031258.1,Autographiviridae
NC_031271.1,Autographiviridae
NC_031228.1,Siphoviridae
NC_031250.1,Myoviridae
NC_026602.1,Autographiviridae
NC_026599.1,Podoviridae
NC_026586.1,Myoviridae
NC_026600.1,Myoviridae
NC_026601.1,Siphoviridae
NC_025829.1,Myoviridae
NC_028920.1,Siphoviridae
NC_028823.1,Siphoviridae
NC_028852.1,Siphoviridae
NC_025447.1,Myoviridae
NC_047748.1,Autographiviridae
NC_028779.1,Siphoviridae
NC_029043.2,Siphoviridae
NC_027337.1,Myoviridae
NC_028842.1,Siphoviridae
NC_029098.1,Siphoviridae
NC_027379.1,Autographiviridae
NC_027390.1,Autographiviridae
NC_028877.1,Siphoviridae
NC_027396.1,Siphoviridae
NC_027383.1,Siphoviridae
NC_028953.1,Siphoviridae
NC_030950.1,Siphoviridae
NC_030947.1,Myoviridae
NC_029006.1,Siphoviridae
NC_028991.1,Myoviridae
NC_029004.1,Myoviridae
NC_029022.1,Myoviridae
NC_030949.1,Siphoviridae
NC_030951.1,Myoviridae
NC_027382.1,Myoviridae
NC_027329.1,Myoviridae
NC_028881.1,Myoviridae
NC_028894.1,Myoviridae
NC_028925.1,Myoviridae
NC_028957.1,Myoviridae
NC_029068.1,Siphoviridae
NC_026583.1,Siphoviridae
NC_029059.1,Siphoviridae
NC_026605.1,Siphoviridae
NC_026598.1,Siphoviridae
NC_026589.1,Siphoviridae
NC_029058.1,Herelleviridae
NC_026014.1,Myoviridae
NC_030945.1,Myoviridae
NC_028765.1,Herelleviridae
NC_028962.1,Herelleviridae
NC_029073.1,Siphoviridae
NC_041923.1,Myoviridae
NC_028853.1,Siphoviridae
NC_028898.1,Myoviridae
NC_028743.1,Siphoviridae
NC_047750.1,Myoviridae
NC_028956.1,Siphoviridae
NC_028766.1,Myoviridae
NC_028822.1,Autographiviridae
NC_028863.1,Autographiviridae
NC_029066.1,Siphoviridae
NC_028905.1,Siphoviridae
NC_028958.1,Siphoviridae
NC_029048.2,Siphoviridae
NC_028951.1,Myoviridae
NC_028764.1,Myoviridae
NC_028838.1,Myoviridae
NC_028883.1,Myoviridae
NC_028959.1,Myoviridae
NC_028772.1,Autographiviridae
NC_028984.1,Siphoviridae
NC_028820.1,Myoviridae
NC_028666.1,Siphoviridae
NC_028933.1,Podoviridae
NC_028914.1,Siphoviridae
NC_028663.1,Myoviridae
NC_028768.1,Siphoviridae
NC_028834.1,Siphoviridae
NC_028758.1,Siphoviridae
NC_028788.1,Siphoviridae
NC_029084.1,Siphoviridae
NC_041909.1,Siphoviridae
NC_028854.1,Siphoviridae
NC_042128.1,Myoviridae
NC_028871.1,Siphoviridae
NC_041865.1,Myoviridae
NC_029009.1,Herelleviridae
NC_018854.1,Schitoviridae
NC_028947.1,Siphoviridae
NC_028683.1,Myoviridae
NC_028880.1,Autographiviridae
NC_028786.1,Drexlerviridae
NC_047729.1,Herelleviridae
NC_047730.1,Herelleviridae
NC_028816.1,Autographiviridae
NC_028870.1,Autographiviridae
NC_029021.1,Siphoviridae
NC_029028.1,Siphoviridae
NC_028997.1,Siphoviridae
NC_029025.1,Siphoviridae
NC_028698.1,Siphoviridae
NC_028855.1,Myoviridae
NC_041866.1,Siphoviridae
NC_047747.1,Autographiviridae
NC_047752.1,Myoviridae
NC_028825.1,Myoviridae
NC_028859.1,Siphoviridae
NC_028915.1,Siphoviridae
NC_028916.1,Autographiviridae
NC_028762.1,Myoviridae
NC_028851.1,Siphoviridae
NC_028767.1,Siphoviridae
NC_041867.1,Siphoviridae
NC_028837.1,Siphoviridae
NC_029102.1,Autographiviridae
NC_028795.1,Autographiviridae
NC_049360.1,Siphoviridae
NC_049366.1,Siphoviridae
NC_049356.1,Siphoviridae
NC_049362.1,Siphoviridae
NC_049363.1,Siphoviridae
NC_049357.1,Siphoviridae
NC_049364.1,Siphoviridae
NC_049355.1,Siphoviridae
NC_049367.1,Siphoviridae
NC_049358.1,Siphoviridae
NC_049365.1,Siphoviridae
NC_049359.1,Siphoviridae
NC_049361.1,Siphoviridae
NC_049369.1,Siphoviridae
NC_049368.1,Siphoviridae
NC_049370.1,Siphoviridae
NC_049354.1,Siphoviridae
NC_028919.1,Podoviridae
NC_028836.1,Autographiviridae
NC_028971.1,Myoviridae
NC_028886.1,Siphoviridae
NC_029008.1,Siphoviridae
NC_041868.1,Siphoviridae
NC_028849.1,Siphoviridae
NC_028796.1,Siphoviridae
NC_028928.1,Siphoviridae
NC_029093.1,Siphoviridae
NC_028800.1,Autographiviridae
NC_029030.1,Siphoviridae
NC_031260.1,Siphoviridae
NC_041929.1,Myoviridae
NC_028945.1,Myoviridae
NC_028760.1,Drexlerviridae
NC_029003.2,Myoviridae
NC_028696.2,Podoviridae
NC_028699.1,Myoviridae
NC_029015.2,Myoviridae
NC_047753.1,Myoviridae
NC_031936.1,Siphoviridae
NC_030902.1,Siphoviridae
NC_030939.1,Siphoviridae
NC_030916.1,Siphoviridae
NC_028896.1,Myoviridae
NC_028943.1,Myoviridae
NC_055708.1,Myoviridae
NC_054905.1,Myoviridae
NC_054902.1,Myoviridae
NC_031084.1,Siphoviridae
NC_031119.1,Siphoviridae
NC_031003.1,Siphoviridae
NC_031005.2,Siphoviridae
NC_048632.1,Siphoviridae
NC_029045.1,Siphoviridae
NC_031047.1,Myoviridae
NC_031053.1,Drexlerviridae
NC_031095.1,Myoviridae
NC_027629.1,Siphoviridae
NC_041954.1,Siphoviridae
NC_027625.1,Siphoviridae
NC_027628.1,Siphoviridae
NC_027620.1,Siphoviridae
NC_027630.1,Siphoviridae
NC_027623.2,Siphoviridae
NC_027626.1,Siphoviridae
NC_027624.1,Siphoviridae
NC_027627.1,Siphoviridae
NC_027622.1,Siphoviridae
NC_027621.1,Siphoviridae
NC_029091.1,Myoviridae
NC_041869.1,Myoviridae
NC_028449.1,Podoviridae
NC_041935.1,Podoviridae
NC_028792.1,Siphoviridae
NC_047755.1,Autographiviridae
NC_028977.1,Autographiviridae
NC_028847.1,Myoviridae
NC_028860.1,Siphoviridae
NC_047732.1,Herelleviridae
NC_028802.1,Siphoviridae
NC_028904.1,Siphoviridae
NC_047731.1,Herelleviridae
NC_028937.1,Siphoviridae
NC_028976.1,Siphoviridae
NC_028827.1,Siphoviridae
NC_028862.1,Siphoviridae
NC_041870.1,Myoviridae
NC_028685.1,Podoviridae
NC_028804.1,Siphoviridae
NC_028889.1,Siphoviridae
NC_028815.1,Siphoviridae
NC_028751.1,Siphoviridae
NC_028857.1,Myoviridae
NC_028247.1,Myoviridae
NC_041871.1,Myoviridae
NC_028774.1,Drexlerviridae
NC_029079.1,Siphoviridae
NC_028785.1,Siphoviridae
NC_028892.1,Siphoviridae
NC_042051.1,Siphoviridae
NC_041860.1,Siphoviridae
NC_042052.1,Siphoviridae
NC_028944.1,Herelleviridae
NC_028890.1,Herelleviridae
NC_028967.1,Siphoviridae
NC_028805.1,Siphoviridae
NC_028969.1,Myoviridae
NC_028844.1,Siphoviridae
NC_028946.1,Siphoviridae
NC_028747.1,Siphoviridae
NC_028686.1,Myoviridae
NC_028897.1,Siphoviridae
NC_028965.1,Siphoviridae
NC_028784.1,Siphoviridae
NC_028669.1,Siphoviridae
NC_028810.1,Siphoviridae
NC_028887.1,Herelleviridae
NC_028936.1,Siphoviridae
NC_028843.1,Siphoviridae
NC_028961.1,Siphoviridae
NC_028813.1,Siphoviridae
NC_028778.1,Siphoviridae
NC_028910.1,Siphoviridae
NC_028695.2,Siphoviridae
NC_028688.1,Autographiviridae
NC_028664.1,Autographiviridae
NC_031920.1,Siphoviridae
NC_031901.1,Siphoviridae
NC_031941.1,Siphoviridae
NC_031942.1,Siphoviridae
NC_031929.1,Siphoviridae
NC_031915.1,Siphoviridae
NC_031907.1,Siphoviridae
NC_030946.1,Siphoviridae
NC_028828.1,Siphoviridae
NC_041977.1,Myoviridae
NC_028941.1,Siphoviridae
NC_028697.1,Siphoviridae
NC_053504.1,Siphoviridae
NC_028932.1,Siphoviridae
NC_029083.1,Myoviridae
NC_028930.1,Siphoviridae
NC_028744.1,Siphoviridae
NC_028874.1,Siphoviridae
NC_028960.2,Siphoviridae
NC_031264.1,Siphoviridae
NC_028878.1,Siphoviridae
NC_028759.1,Siphoviridae
NC_028808.2,Myoviridae
